region,signal_date,future_date,ticker,display_ticker,company,industry_model_class,lifecycle_stage,label,close,future_close,future_return,peer_return,benchmark_return,ttm_pe,forward_pe,ev_to_ebitda,ps,pb,implied_cagr,current_cagr,revenue_growth,data_status,note
US,2026-06-01,,TXN,TXN,Texas Instruments,半導體設備 / 高毛利瓶頸股,成熟複利,偏熱,305.68,,,,,52.342464,32.47213,33.138,15.08825,16.579702,,,0.186,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,MCHP,MCHP,Microchip,半導體設備 / 高毛利瓶頸股,已獲利成長,合理反映,94.65,,,,,430.2273,23.13457,46.518,10.886212,7.9678426,,,0.351,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,TSM,TSM,TSMC,封測 / 代工 / 資本密集,已獲利成長,合理反映,418.45,,,,,35.8569,21.44058,3.012,0.52883303,64.00909,,,0.351,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,MU,MU,Micron,封測 / 代工 / 資本密集,已獲利成長,過熱,971.0,,,,,45.86679,9.222632,29.651,18.841166,15.115899,,,1.963,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,GFS,GFS,GlobalFoundries,封測 / 代工 / 資本密集,成熟複利,偏熱,79.97,,,,,50.936306,31.831009,20.97,6.4118223,3.7507625,,,0.031,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,UMC,UMC,UMC,封測 / 代工 / 資本密集,成熟複利,偏熱,22.18,,,,,35.20635,27.587408,2.123,0.23119462,4.3155994,,,0.055,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,WDC,WDC,Western Digital,封測 / 代工 / 資本密集,已獲利成長,過熱,531.21,,,,,31.751945,30.159443,46.229,15.547134,25.398518,,,0.455,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,STX,STX,Seagate,封測 / 代工 / 資本密集,已獲利成長,過熱,879.8,,,,,83.31439,33.26724,57.003,18.079618,418.15588,,,0.441,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,ASML,ASML,ASML,半導體設備 / 高毛利瓶頸股,成熟複利,偏熱,1612.76,,,,,53.758667,33.82436,48.478,18.44869,1427.0149,,,0.132,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,AMAT,AMAT,Applied Materials,半導體設備 / 高毛利瓶頸股,成熟複利,合理反映,450.06,,,,,42.378532,27.833576,38.421,12.311514,14.945208,,,0.114,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,LRCX,LRCX,Lam Research,半導體設備 / 高毛利瓶頸股,成熟複利,偏熱,318.18,,,,,60.26136,40.06129,50.574,18.352068,37.592155,,,0.238,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,KLAC,KLAC,KLA,半導體設備 / 高毛利瓶頸股,成熟複利,偏熱,1921.71,,,,,54.347,38.54616,43.112,19.167345,43.08187,,,0.115,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,TER,TER,Teradyne,半導體設備 / 高毛利瓶頸股,已獲利成長,偏熱,374.31,,,,,69.44527,39.3463,50.309,15.47341,20.89833,,,0.87,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,SNPS,SNPS,Synopsys,半導體設備 / 高毛利瓶頸股,已獲利成長,合理反映,475.62,,,,,108.589035,27.633432,58.616,10.4928465,2.987544,,,0.419,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,CDNS,CDNS,Cadence,半導體設備 / 高毛利瓶頸股,成熟複利,偏熱,374.93,,,,,87.80562,39.949917,52.104,18.704817,15.760646,,,0.187,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,ANSS,ANSS,Ansys,半導體設備 / 高毛利瓶頸股,早期高成長,資料不足,,,,,,,,,,,,,,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,KEYS,KEYS,Keysight,半導體設備 / 高毛利瓶頸股,已獲利成長,合理反映,338.33,,,,,54.30658,28.535738,38.24,9.488494,9.138373,,,0.315,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,ENTG,ENTG,Entegris,半導體設備 / 高毛利瓶頸股,成熟複利,偏熱,138.79,,,,,80.225426,30.01942,27.796,6.5334635,5.332744,,,0.05,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,MKSI,MKSI,MKS,半導體設備 / 高毛利瓶頸股,成熟複利,合理反映,324.26,,,,,67.979034,21.695917,27.232,5.3773284,7.7633595,,,0.152,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,ICHR,ICHR,Ichor,半導體設備 / 高毛利瓶頸股,轉機 / 虧轉盈,過熱,71.52,,,,,,27.372303,94.264,2.5996127,3.7095432,,,0.047,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,AEIS,AEIS,Advanced Energy,半導體設備 / 高毛利瓶頸股,已獲利成長,合理反映,302.18,,,,,62.823284,25.70152,38.9,6.346011,8.294356,,,0.263,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,AMKR,AMKR,Amkor,封測 / 代工 / 資本密集,已獲利成長,合理反映,69.56,,,,,39.97701,28.369255,14.263,2.4383752,3.8025475,,,0.275,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,TTMI,TTMI,TTM Technologies,封測 / 代工 / 資本密集,已獲利成長,過熱,173.72,,,,,94.41304,32.17037,42.551,5.812773,10.190649,,,0.304,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,ROG,ROG,Rogers,封測 / 代工 / 資本密集,轉機 / 虧轉盈,偏熱,141.52,,,,,,32.409134,19.982,3.0773938,2.1067674,,,0.052,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,DELL,DELL,Dell,ODM / EMS / 低毛利代工,已獲利成長,偏熱,420.91,,,,,48.547867,21.199621,21.033,2.040341,-111.116684,,,0.875,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,HPE,HPE,HPE,ODM / EMS / 低毛利代工,轉機 / 虧轉盈,合理反映,43.04,,,,,,15.752412,15.13,1.597734,2.3087652,,,0.184,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,SMCI,SMCI,Super Micro,ODM / EMS / 低毛利代工,已獲利成長,偏熱,46.09,,,,,24.257895,14.313531,22.529,0.8225285,3.6588075,,,1.227,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,ANET,ANET,Arista,零組件 / 連接器 / 電源 / 散熱,已獲利成長,過熱,159.47,,,,,54.989655,35.83974,44.476,20.6799,14.888432,,,0.351,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,CSCO,CSCO,Cisco,零組件 / 連接器 / 電源 / 散熱,成熟複利,合理反映,120.42,,,,,40.14,25.232481,28.87,7.8133135,9.739566,,,0.12,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,NOK,NOK,Nokia,零組件 / 連接器 / 電源 / 散熱,成熟複利,偏熱,14.84,,,,,92.75,30.42979,31.763,4.1430693,3.3743234,,,0.024,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,CIEN,CIEN,Ciena,零組件 / 連接器 / 電源 / 散熱,已獲利成長,過熱,580.23,,,,,369.5732,66.35059,144.315,16.01073,29.392128,,,0.331,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,COHR,COHR,Coherent,零組件 / 連接器 / 電源 / 散熱,成熟複利,過熱,361.47,,,,,172.12859,44.64974,54.85,10.711429,6.6202083,,,0.205,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,LITE,LITE,Lumentum,零組件 / 連接器 / 電源 / 散熱,已獲利成長,過熱,854.96,,,,,151.58865,47.233612,120.759,26.730387,72.10593,,,0.901,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,FN,FN,Fabrinet,零組件 / 連接器 / 電源 / 散熱,已獲利成長,偏熱,654.16,,,,,56.19931,37.88316,46.898,5.5344453,10.169607,,,0.393,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,AAOI,AAOI,Applied Optoelectronics,零組件 / 連接器 / 電源 / 散熱,轉機 / 虧轉盈,極度過熱 / priced for perfection,158.41,,,,,,33.19573,-457.167,25.071512,11.310961,,,0.514,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,VIAV,VIAV,Viavi,零組件 / 連接器 / 電源 / 散熱,轉機 / 虧轉盈,偏熱,48.56,,,,,,37.929203,54.894,8.771367,13.418072,,,0.428,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,MTSI,MTSI,MACOM,零組件 / 連接器 / 電源 / 散熱,成熟複利,過熱,364.64,,,,,156.49786,53.27209,117.32,25.908062,20.213982,,,0.225,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,VRT,VRT,Vertiv,零組件 / 連接器 / 電源 / 散熱,已獲利成長,偏熱,315.71,,,,,79.32412,35.726772,51.209,11.183483,30.642529,,,0.301,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,ETN,ETN,Eaton,零組件 / 連接器 / 電源 / 散熱,成熟複利,合理反映,400.6,,,,,39.19765,25.480738,27.854,5.4537897,7.8876905,,,0.168,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,GEV,GEV,GE Vernova,零組件 / 連接器 / 電源 / 散熱,成熟複利,過熱,968.32,,,,,28.330017,39.504578,74.768,6.6084304,18.69019,,,0.163,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,HUBB,HUBB,Hubbell,零組件 / 連接器 / 電源 / 散熱,成熟複利,合理反映,473.61,,,,,28.007687,21.751919,18.585,4.173778,6.6407266,,,0.111,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,RRX,RRX,Regal Rexnord,零組件 / 連接器 / 電源 / 散熱,成熟複利,未充分反映,201.76,,,,,46.920925,14.918905,14.914,2.240193,1.9744388,,,0.043,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,ATKR,ATKR,Atkore,零組件 / 連接器 / 電源 / 散熱,轉機 / 虧轉盈,偏熱,82.81,,,,,,13.457601,11.433,0.97295946,2.1830597,,,0.042,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,WCC,WCC,WESCO,零組件 / 連接器 / 電源 / 散熱,成熟複利,合理反映,361.17,,,,,25.70605,19.200855,15.501,0.7254724,3.492704,,,0.138,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,EMR,EMR,Emerson,零組件 / 連接器 / 電源 / 散熱,成熟複利,合理反映,143.82,,,,,33.36891,20.102428,15.802,4.39799,3.967558,,,0.029,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,ROK,ROK,Rockwell Automation,零組件 / 連接器 / 電源 / 散熱,成熟複利,偏熱,451.06,,,,,46.936527,31.080856,27.362,5.700958,14.2506,,,0.119,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,PH,PH,Parker-Hannifin,零組件 / 連接器 / 電源 / 散熱,成熟複利,合理反映,844.63,,,,,31.155663,24.821735,21.101,5.074396,7.2897773,,,0.106,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,HON,HON,Honeywell,零組件 / 連接器 / 電源 / 散熱,成熟複利,合理反映,237.86,,,,,37.996803,20.762157,20.779,4.0021434,11.090595,,,0.024,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,JCI,JCI,Johnson Controls,零組件 / 連接器 / 電源 / 散熱,成熟複利,合理反映,134.06,,,,,40.99694,23.547224,20.982,3.3476074,6.050731,,,0.082,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,TT,TT,Trane Technologies,零組件 / 連接器 / 電源 / 散熱,成熟複利,合理反映,451.3,,,,,34.4767,26.508745,24.407,4.6180277,11.65036,,,0.06,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,CARR,CARR,Carrier,零組件 / 連接器 / 電源 / 散熱,成熟複利,合理反映,63.87,,,,,42.579998,19.952703,20.567,2.4256594,3.947466,,,0.024,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,MOD,MOD,Modine,零組件 / 連接器 / 電源 / 散熱,已獲利成長,合理反映,278.91,,,,,123.41151,24.376793,33.993,4.630741,13.127647,,,0.475,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,AAON,AAON,AAON,零組件 / 連接器 / 電源 / 散熱,已獲利成長,過熱,140.2,,,,,98.7324,42.58809,47.51,7.102239,12.284237,,,0.543,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,PWR,PWR,Quanta Services,成熟複利 / 工程服務,已獲利成長,過熱,711.73,,,,,98.03443,43.283466,42.441,3.545758,11.808243,,,0.263,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,MTZ,MTZ,MasTec,成熟複利 / 工程服務,已獲利成長,過熱,378.37,,,,,66.26445,32.280796,26.928,1.9566594,8.916671,,,0.345,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,DY,DY,Dycom,成熟複利 / 工程服務,已獲利成長,合理反映,510.0,,,,,48.75717,26.031883,21.533,2.4497492,8.063496,,,0.561,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,ACM,ACM,AECOM,成熟複利 / 工程服務,成熟複利,合理反映,69.37,,,,,14.482255,10.323362,8.946,0.557721,3.916775,,,0.008,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,FIX,FIX,Comfort Systems USA,成熟複利 / 工程服務,成熟複利,合理反映,1828.21,,,,,52.914906,34.367683,38.456,6.3462577,99.60284,,,0.01,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,GVA,GVA,Granite Construction,成熟複利 / 工程服務,已獲利成長,合理反映,136.84,,,,,37.286102,18.066332,15.371,1.2909025,5.800025,,,0.304,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,FLR,FLR,Fluor,成熟複利 / 工程服務,成熟複利,合理反映,45.76,,,,,20.894976,13.874697,-10.961,0.42092294,2.2555203,,,-0.08,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,J,J,Jacobs,成熟複利 / 工程服務,已獲利成長,合理反映,119.86,,,,,35.35693,14.486729,16.908,1.0742794,4.302225,,,0.27,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,CAT,CAT,Caterpillar,資本設備 / 轉機或成長,成熟複利,偏熱,875.87,,,,,43.662514,29.378874,30.446,5.7016277,21.620546,,,0.222,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,CMI,CMI,Cummins,資本設備 / 轉機或成長,成熟複利,合理反映,646.63,,,,,33.556305,19.366163,19.046,2.6325564,7.224351,,,0.027,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,GNRC,GNRC,Generac,資本設備 / 轉機或成長,成熟複利,合理反映,277.91,,,,,86.84688,25.050253,33.153,3.781488,6.1048265,,,0.124,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,BE,BE,Bloom Energy,資本設備 / 轉機或成長,已獲利成長,過熱,285.0,,,,,,65.50971,352.15,33.101513,87.9087,,,1.304,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,FCEL,FCEL,FuelCell Energy,資本設備 / 轉機或成長,轉機 / 虧轉盈,偏熱,21.66,,,,,,-11.868493,-14.002,6.7620955,1.6383027,,,0.607,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,PLUG,PLUG,Plug Power,資本設備 / 轉機或成長,轉機 / 虧轉盈,偏熱,3.95,,,,,,-24.042852,-10.273,7.4490886,7.3420076,,,0.223,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,BLDP,BLDP,Ballard Power,資本設備 / 轉機或成長,轉機 / 虧轉盈,過熱,6.29,,,,,,-40.460567,-21.63,18.33894,3.2811685,,,0.262,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,NEE,NEE,NextEra Energy,公用事業 / 資本密集,成熟複利,合理反映,87.01,,,,,22.083757,19.784397,20.853,6.5121846,3.285752,,,0.073,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,CEG,CEG,Constellation Energy,公用事業 / 資本密集,成熟複利,合理反映,287.75,,,,,25.0,21.120787,15.819,3.479842,3.1140764,,,0.638,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,VST,VST,Vistra,公用事業 / 資本密集,成熟複利,未充分反映,160.23,,,,,26.794313,14.623195,11.161,2.7784388,20.66684,,,0.434,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,NRG,NRG,NRG Energy,公用事業 / 資本密集,成熟複利,未充分反映,134.08,,,,,147.34065,11.522652,23.082,0.87355065,24.756279,,,0.195,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,DUK,DUK,Duke Energy,公用事業 / 資本密集,成熟複利,合理反映,122.73,,,,,18.881538,17.121048,11.394,2.9242902,1.7852675,,,0.113,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,SO,SO,Southern Company,公用事業 / 資本密集,成熟複利,合理反映,92.05,,,,,23.5422,18.720613,12.994,3.4388757,2.7953234,,,0.08,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,AEP,AEP,American Electric Power,公用事業 / 資本密集,成熟複利,合理反映,126.67,,,,,18.738165,18.478428,13.279,3.0723393,2.1662989,,,0.102,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,EXC,EXC,Exelon,公用事業 / 資本密集,成熟複利,未充分反映,45.64,,,,,16.717949,15.02586,11.787,1.8840965,1.5930192,,,0.079,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
US,2026-06-01,,PEG,PEG,PSEG,公用事業 / 資本密集,成熟複利,合理反映,78.65,,,,,17.400442,16.744766,13.178,3.0633876,2.2636352,,,0.194,coverage_gap,美股目前只有 current screen；尚未建立 point-in-time 月度 fundamental snapshots。
